"","churned","CreationDatePeriods","Company_Number","total_products","total_transactions","total_revenue","total_usage","total_accounts"
"23183","No","2010 - 2014",435103,2,93,5189.81,50793,1
"23184","No","2015 - 2019",537221,1,1,103.19,2035,1
"23185","No","2015 - 2019",553034,1,1,3232.45,0,1
"23186","Yes","2005 - 2009",308915,2,110,58370.46,583709,1
"23187","No","2015 - 2019",494897,2,112,3599.16,187267,1
"23188","No","2015 - 2019",540867,1,3,46.96,122,1
"23189","No","2005 - 2009",315957,1,61,2898.08,46076,1
"23190","No","90s",191648,1,2,16.05,3,1
"23191","No","2015 - 2019",542372,1,7,0,0,1
"23192","No","2015 - 2019",503218,1,4,28.91,0,4
"23193","No","2015 - 2019",548597,1,6,35.72,263,3
"23194","No","2015 - 2019",472997,3,41,0,74856.78332,70
"23195","No","2005 - 2009",322388,3,96,35690.93,1083659,2
"23196","No","2010 - 2014",453452,1,13,0,982.449998,1
"23197","No","2005 - 2009",303322,1,3,7.13,2,1
"23198","No","2015 - 2019",484206,2,11,607.35,7720,2
"23199","No","2015 - 2019",544191,1,6,231.27,946,1
"23200","No","2015 - 2019",481690,1,18,568.88,2964,1
"23201","No","2010 - 2014",439797,2,39,608.76,5032,1
"23202","No","2010 - 2014",358100,2,54,18007.68,181042,1
"23203","No","2015 - 2019",538255,1,16,421.35,10165,2
"23204","No","2015 - 2019",544499,1,7,0,0,1
"23205","No","2005 - 2009",309283,2,55,988.2,17460,1
"23206","No","2015 - 2019",471533,2,121,30552.15,33314,1
"23207","No","2015 - 2019",469082,1,4,27.39,652,1
"23208","No","2010 - 2014",453865,1,5,0,836.733334,1
"23209","No","2015 - 2019",469603,1,4,25.31,224,1
"23210","No","2000 - 2004",145738,1,46,31592.01,174872,1
"23211","No","2015 - 2019",544057,1,14,1173.01,3489,1
"23212","No","2010 - 2014",357447,1,4,0.12,17,1
"23213","No","2005 - 2009",152879,1,2,0.6,5,1
"23214","No","2015 - 2019",465711,1,23,917.71,12918,1
"23215","No","2000 - 2004",138586,2,4,29.92,247,1
"23216","No","2010 - 2014",368548,1,4,0.16,26,1
"23217","No","2015 - 2019",539417,1,1,14.1,235,1
"23218","No","2015 - 2019",468109,1,7,47.8,1195,1
"23219","No","2010 - 2014",454903,1,20,0,4822.100004,2
"23220","No","2005 - 2009",233181,1,2,1.4,1,1
"23221","No","2005 - 2009",291704,1,4,128.07,1094,1
"23222","No","2010 - 2014",411739,1,2,884.04,0,1
"23223","No","2015 - 2019",495411,1,5,28.84,1071,1
"23224","No","2015 - 2019",500539,1,2,23.36,201,1
"23225","No","2010 - 2014",388157,1,9,52.31,1803,1
"23226","No","2015 - 2019",539196,2,13,535.79,1896,1
"23227","No","2015 - 2019",474367,1,6,43.18,1076,1
"23228","No","2010 - 2014",455297,1,36,0,21010.36666,1
"23229","No","2015 - 2019",542841,2,8,0,67,1
"23230","No","2015 - 2019",541858,1,7,0,0,1
"23231","No","2010 - 2014",409436,1,3,10.3,134,1
"23232","No","2015 - 2019",493830,1,29,54.08,4233,1
"23233","No","2015 - 2019",474530,1,1,-88.5,0,1
"23234","No","2015 - 2019",500701,1,2,0,565.683333,1
"23235","No","2000 - 2004",109784,1,2,3.12,1,1
"23236","No","2010 - 2014",454109,1,8,0,3006.950001,1
"23237","No","2000 - 2004",110647,1,2,2.77,1,1
"23238","No","2015 - 2019",480800,2,33,518.66,11228,1
"23239","No","2010 - 2014",388144,1,4,2053.39,0,1
"23240","No","2015 - 2019",537420,1,20,104.2,1118,1
"23241","No","2015 - 2019",543851,1,7,0,0,4
"23242","No","2015 - 2019",543835,1,7,0,0,1
"23243","No","2015 - 2019",539227,1,2,23.43,58,1
"23244","No","2000 - 2004",129455,1,2,12.92,5,1
"23245","No","2000 - 2004",119703,1,6,2.98,9,1
"23246","No","2015 - 2019",544241,1,7,0,0,1
"23247","No","2015 - 2019",496921,2,127,3182.3,199606,1
"23248","Yes","2010 - 2014",430869,2,18,413.92,2781,2
"23249","No","2005 - 2009",310595,1,31,1699.61,14048,1
"23250","No","2010 - 2014",437760,2,50,3047.97,39168,1
"23251","No","2010 - 2014",359093,1,4,142.84,479,1
"23252","Yes","2005 - 2009",179779,1,8,360.84,1118,1
"23253","No","2015 - 2019",470451,1,27,357.98,6357,1
"23254","No","2015 - 2019",544846,1,7,0,0,1
"23255","No","2010 - 2014",454436,1,13,0,12882.65001,1
"23256","No","2000 - 2004",138625,1,5,291.38,6913,1
"23257","No","2010 - 2014",454665,1,4,0,671.566667,1
"23258","No","2015 - 2019",475783,1,49,5490.34,137590,1
"23259","No","2015 - 2019",477064,1,88,1451.74,21812,1
"23260","No","2015 - 2019",544251,1,7,0,0,1
"23261","No","2015 - 2019",500835,1,10,0,9224.116668,1
"23262","No","2015 - 2019",542356,1,7,0,0,1
"23263","No","2015 - 2019",541225,1,7,5217.19,30949,3
"23264","No","2010 - 2014",449707,3,96,33153.36,745152,1
"23265","No","2015 - 2019",555552,3,5,51727.26,127032,1
"23266","No","2015 - 2019",499763,2,57,27151.29,5337102,1
"23267","No","2005 - 2009",203311,1,28,7578.1,35642,1
"23268","No","2015 - 2019",542622,2,8,0,6,1
"23269","No","2015 - 2019",541276,2,28,17431.38,172701,61
"23270","Yes","2015 - 2019",540989,1,4,0,0,2
"23271","No","2015 - 2019",536779,1,26,3520.27,193369,1
"23272","No","2005 - 2009",218332,1,1,431.25,0,1
"23273","No","2015 - 2019",493000,1,17,0,1541.016663,1
"23274","No","2015 - 2019",468426,1,4,113.39,0,1
"23275","No","2010 - 2014",393686,2,67,14169.96,217604,1
"23276","No","2015 - 2019",548628,1,3,59.7,183,1
"23277","No","2015 - 2019",495432,3,109,11518.96,552998,2
"23278","No","2015 - 2019",473970,1,22,1132.55,7138,1
"23279","No","2015 - 2019",549199,4,126,127991.14,2608638,2
"23280","No","2015 - 2019",550691,1,9,19.29,303,1
"23281","No","2010 - 2014",413772,1,1,0.05,6,1
"23282","No","2015 - 2019",542218,2,9,0,39,2
"23283","No","2015 - 2019",480059,2,3,0,24.833333,1
"23284","No","2010 - 2014",455807,1,14,0,2085.616666,1
"23285","No","2015 - 2019",545099,1,51,4462.15,20514,1
"23286","No","2015 - 2019",542842,2,20,126.61,5927,1
"23287","No","2015 - 2019",539600,1,4,208.87,1173,1
"23288","No","2015 - 2019",482621,3,70,2530.06,25672,1
"23289","No","2015 - 2019",544120,1,7,0,0,3
"23290","No","2015 - 2019",503616,3,88,8412.02,264259,1
"23291","No","2015 - 2019",539709,2,28,369.83,25982,1
"23292","No","2015 - 2019",470105,3,58,1487.45,16927,1
"23293","No","2005 - 2009",281104,1,3,32.5,24,1
"23294","No","2015 - 2019",503148,1,24,26.21,3773,1
"23295","No","2000 - 2004",138516,2,49,793.18,5849,1
"23296","No","2015 - 2019",544716,2,8,0,1416,1
"23297","No","2015 - 2019",480104,2,11,0,1097.333334,2
"23298","No","2015 - 2019",550834,1,6,3478.21,6942,1
"23299","No","2015 - 2019",539715,1,8,680.5,2709,1
"23300","Yes","2010 - 2014",418335,1,1,-43.92,0,1
"23301","No","2015 - 2019",478575,1,6,30.72,1312,1
"23302","No","2015 - 2019",542961,1,11,443.85,1561,4
"23303","No","2015 - 2019",496409,1,13,120.95,2327,1
"23304","No","2005 - 2009",162447,3,102,5432.46,156977,3
"23305","No","2015 - 2019",539314,1,1,0.4,8,1
"23306","No","2000 - 2004",110661,1,4,0,2,1
"23307","No","2015 - 2019",543569,2,9,0,50,1
"23308","No","2010 - 2014",440583,2,129,33230.44,730494,1
"23309","No","2010 - 2014",449030,2,66,1197.87,6340,1
"23310","No","2015 - 2019",503055,1,19,67.44,6374,1
"23311","No","2015 - 2019",549349,3,18,12920.73,25,1
"23312","No","2015 - 2019",485014,3,131,158515.44,3676396,1
"23313","No","2010 - 2014",453870,1,22,0,5851.166668,1
"23314","No","2015 - 2019",543128,1,7,0,0,1
"23315","No","2015 - 2019",480107,1,19,0,11998.56667,1
"23316","No","2015 - 2019",543542,1,14,370,1834,2
"23317","No","2015 - 2019",544211,1,6,164.65,442,1
"23318","Yes","2005 - 2009",301210,2,7,373.14,250,1
"23319","No","2015 - 2019",500496,2,3,0,33.166665,1
"23320","No","2015 - 2019",542101,1,7,0,0,1
"23321","No","2015 - 2019",465547,2,57,39862.67,172239,1
"23322","No","2010 - 2014",433162,2,75,34252.88,223340,1
"23323","No","2010 - 2014",464541,2,36,125.83,1987,1
"23324","No","2015 - 2019",549115,1,5,1332.08,4481,1
"23325","No","2015 - 2019",537655,3,40,2023.04,2619,2
"23326","No","2015 - 2019",541168,1,7,0,0,1
"23327","No","2015 - 2019",500659,2,13,48.57,1267,1
"23328","No","2015 - 2019",543959,1,7,0,0,1
"23329","Yes","2005 - 2009",285511,1,13,685.34,5647,1
"23330","No","2010 - 2014",333619,1,9,49.5,1307,1
"23331","No","2010 - 2014",455504,1,9,0,1279.65,2
"23332","No","2015 - 2019",495184,2,42,3339.1,69064,1
"23333","No","2015 - 2019",553032,2,6,521.15,2093,1
"23334","No","2010 - 2014",448090,1,23,2194.55,10025,1
"23335","No","2015 - 2019",542123,1,7,0,0,2
"23336","Yes","2015 - 2019",539631,1,2,119.5,358,1
"23337","No","2015 - 2019",541932,1,7,0,0,1
"23338","No","2015 - 2019",500821,1,7,0,585.45,1
"23339","No","2005 - 2009",238719,2,2,0.12,5,1
"23340","No","2005 - 2009",290998,1,9,94.37,1271,1
"23341","No","2010 - 2014",326072,1,4,239.4,433,1
"23342","No","2005 - 2009",324596,2,74,13340.02,245706,54
"23343","No","2015 - 2019",495011,4,14,77.5,1115,1
"23344","No","2010 - 2014",440199,1,12,323.44,2829,1
"23345","No","2015 - 2019",495305,1,11,56.06,2950,1
"23346","No","2005 - 2009",280853,1,5,23.73,1804,1
"23347","No","2010 - 2014",438156,2,18,1210.31,11851,1
"23348","No","2010 - 2014",355226,2,70,1046.28,136578,1
"23349","No","2015 - 2019",546434,1,4,231.55,9,1
"23350","No","2015 - 2019",482918,1,10,184.09,4375,1
"23351","No","2015 - 2019",480116,1,36,0,29946.43334,3
"23352","No","2015 - 2019",480029,1,18,0,2206.700002,1
"23353","No","2015 - 2019",481090,1,1,17.96,376,1
"23354","No","2010 - 2014",452277,1,59,6741.04,194188,1
"23355","No","2015 - 2019",542662,1,7,0,0,1
"23356","No","2010 - 2014",408406,2,23,306.96,1899,1
"23357","No","2015 - 2019",542275,1,7,0,0,1
"23358","No","2000 - 2004",137397,2,14,170.32,1682,1
"23359","No","2015 - 2019",541074,1,6,527.26,3356,1
"23360","No","2015 - 2019",472879,2,28,0,8500.733332,1
"23361","Yes","2010 - 2014",356398,2,106,11642.71,105494,1
"23362","No","2015 - 2019",541795,1,18,392.87,3694,1
"23363","No","2010 - 2014",410505,5,161,418738.68,2494937,414
"23364","No","2010 - 2014",408757,1,55,2125.77,23353,1
"23365","No","2015 - 2019",555464,1,16,779.66,2804,1
"23366","No","2015 - 2019",537220,2,26,16322.67,10361,1
"23367","No","2010 - 2014",390378,1,3,41.3,402,1
"23368","No","2005 - 2009",185810,2,3,32.1,24,1
"23369","No","2015 - 2019",495615,1,16,148.63,7424,1
"23370","No","2010 - 2014",427999,1,39,335.45,4184,1
"23371","No","2015 - 2019",543389,2,9,0,155,14
"23372","No","2015 - 2019",499938,1,1,0.34,15,1
"23373","No","2015 - 2019",483651,1,81,15460.87,203919,1
"23374","No","2015 - 2019",550208,2,18,4523.79,45426,2
"23375","No","2015 - 2019",544829,1,7,0,0,1
"23376","No","2010 - 2014",406745,2,38,1094.29,49749,3
"23377","No","2010 - 2014",378464,1,29,626.19,1945,1
"23378","No","2015 - 2019",541630,2,11,4547.53,212400,1
"23379","No","2015 - 2019",549589,1,5,523.7,27547,1
"23380","No","2015 - 2019",499013,1,17,2010.74,24816,1
"23381","No","2015 - 2019",541088,1,3,5.68,15,1
"23382","No","2015 - 2019",476631,2,60,3934.87,132414,2
"23383","No","2015 - 2019",542953,1,4,554.83,649,1
"23384","No","90s",45141,4,175,110250.04,4810508,1
"23385","No","2015 - 2019",544029,2,27,1999.31,8389,3
"23386","No","2015 - 2019",495843,1,15,40.67,4491,1
"23387","No","2015 - 2019",550723,2,2,192.48,0,1
"23388","No","2015 - 2019",498785,1,34,3116.74,18105,1
"23389","No","2010 - 2014",428673,1,6,166.41,3895,1
"23390","No","2015 - 2019",544813,2,7,50.24,653,1
"23391","No","2015 - 2019",556051,1,2,103.15,1316,1
"23392","No","2015 - 2019",531744,3,27,155.03,4198,1
"23393","Yes","2005 - 2009",297457,1,17,4456.55,0,1
"23394","No","2010 - 2014",328856,1,4,16.53,211,1
"23395","Yes","2015 - 2019",496785,1,3,26.28,0,1
"23396","No","2000 - 2004",107108,1,4,0,3,1
"23397","No","2000 - 2004",137374,1,30,637.85,8818,2
"23398","No","2015 - 2019",544277,2,9,0,18,1
"23399","No","2005 - 2009",308135,3,106,18584.83,129498,1
"23400","No","2015 - 2019",542164,1,7,0,0,1
"23401","No","2010 - 2014",452037,2,24,0,18263,1
"23402","No","2015 - 2019",542921,1,7,0,0,1
"23403","No","2010 - 2014",434241,1,14,100.86,14836,1
"23404","No","2015 - 2019",466944,1,3,9.65,21,1
"23405","No","2010 - 2014",454103,1,3,0,390.949997,1
"23406","No","2015 - 2019",502055,1,3,4.32,219,1
"23407","No","2005 - 2009",315831,1,54,3152.23,11735,1
"23408","No","2010 - 2014",325888,1,83,8755.56,73581,1
"23409","No","2015 - 2019",549482,2,19,6783.28,73339,2
"23410","No","2010 - 2014",413459,2,104,19095.96,358718,2
"23411","No","2015 - 2019",476822,1,2,3.37,58,1
"23412","No","2015 - 2019",541274,2,13,0,414,2
"23413","No","2015 - 2019",473173,1,15,181.99,11405,1
"23414","No","2010 - 2014",383139,1,4,0.006474,2,1
"23415","No","2015 - 2019",546464,2,71,56076.34,3392167,1
"23416","No","2010 - 2014",454281,1,6,0,982.466665,1
"23417","No","2015 - 2019",537227,1,6,23,1327,1
"23418","No","2000 - 2004",150099,1,2,1.41,10,1
"23419","No","2015 - 2019",555344,1,2,581.07,0,1
"23420","No","2015 - 2019",543196,1,7,202.93,1523,1
"23421","No","2005 - 2009",293851,1,1,4.33,77,1
"23422","No","2015 - 2019",495199,1,20,222.13,10636,1
"23423","No","2015 - 2019",541359,1,4,0,0,1
"23424","No","2015 - 2019",544822,1,6,0,0,1
"23425","No","2005 - 2009",180297,1,5,24.71,5,1
"23426","Yes","2005 - 2009",295138,1,10,108.29,841,1
"23427","No","2015 - 2019",466627,1,1,908.61,0,1
"23428","No","2015 - 2019",495854,2,47,2737.7,135232,1
"23429","No","2010 - 2014",438004,2,6,604.64,0,1
"23430","No","2015 - 2019",496831,1,7,85.85,2045,1
"23431","No","90s",192973,1,2,16.06,2,1
"23432","No","2015 - 2019",541381,1,9,7.72,31,4
"23433","No","2010 - 2014",418563,1,1,15.71,265,1
"23434","No","2005 - 2009",288519,1,36,1598.67,11063,1
"23435","No","2015 - 2019",474032,1,15,171.99,2601,1
"23436","No","2015 - 2019",500139,1,75,18403.17,1414339,1
"23437","No","2015 - 2019",545042,2,3,1103.88,0,1
"23438","No","2005 - 2009",296561,2,4,21.95,4,1
"23439","No","2015 - 2019",500592,2,14,0,479.716673,1
"23440","No","2015 - 2019",476832,2,39,4921.82,88807,3
"23441","No","2010 - 2014",454072,1,7,0,869.449999,1
"23442","No","2015 - 2019",495307,1,16,93.86,3729,1
"23443","No","2015 - 2019",500565,1,3,0,80.566666,1
"23444","No","2015 - 2019",491766,1,7,9.13,332,1
"23445","No","2015 - 2019",541009,1,2,0,0,1
"23446","No","2010 - 2014",373950,2,102,78875.83,1146896,2
"23447","Yes","2015 - 2019",529644,3,41,2681.03,67177,1
"23448","No","2015 - 2019",500211,4,191,174074.14,7837740,1
"23449","No","2015 - 2019",544190,1,7,0,0,1
"23450","No","2015 - 2019",543464,1,8,266.36,797,1
"23451","No","2005 - 2009",158169,1,1,0,13,1
"23452","No","2015 - 2019",542665,1,2,0,0,1
"23453","No","2010 - 2014",413555,1,1,0.13,6,1
"23454","No","2010 - 2014",454936,1,1,0,4.866666,1
"23455","No","2015 - 2019",543711,1,5,362.72,1339,1
"23456","No","2015 - 2019",477111,1,19,10008.22,134835,1
"23457","No","2010 - 2014",363914,2,161,85993.74,1646934,1
"23458","No","2015 - 2019",540883,2,17,3369.63,15086,1
"23459","No","2015 - 2019",536862,1,14,352.56,13372,1
"23460","No","2010 - 2014",384657,1,57,2606.82,57163,1
"23461","No","2015 - 2019",480732,2,53,1454.37,27991,1
"23462","No","2015 - 2019",542185,2,8,0,6,4
"23463","No","2015 - 2019",537125,1,12,26.26,1479,1
"23464","No","2010 - 2014",377559,2,33,2031.36,1353,1
"23465","No","2015 - 2019",544621,1,7,0,0,1
"23466","No","2015 - 2019",480323,3,73,15828.2,240738,1
"23467","No","2010 - 2014",355107,1,9,210.54,1743,1
"23468","No","2010 - 2014",435540,2,93,2496.03,10471,1
"23469","No","2015 - 2019",536922,1,1,65026.41,0,1
"23470","No","2015 - 2019",539360,1,2,8.09,22,1
"23471","No","2015 - 2019",493706,1,1,3.81,101,1
"23472","No","2015 - 2019",543976,1,7,0,0,1
"23473","No","2015 - 2019",543560,1,7,0,0,3
"23474","No","2015 - 2019",531834,2,60,53939.07,984170,1
"23475","No","2015 - 2019",549531,1,1,-75,0,1
"23476","No","2010 - 2014",449868,2,19,103.81,568,1
"23477","No","2015 - 2019",500826,1,9,0,1106.3,1
"23478","No","2015 - 2019",496013,2,21,238.69,5853,1
"23479","No","2015 - 2019",542740,1,7,0,0,1
"23480","No","2015 - 2019",541063,1,7,0,0,1
"23481","No","2015 - 2019",541949,1,10,104.66,653,3
"23482","No","2015 - 2019",546512,1,1,3.3,0,1
"23483","No","2015 - 2019",555435,1,1,29.13,0,1
"23484","No","2010 - 2014",399565,1,1,250,0,1
"23485","No","2010 - 2014",448531,1,42,282.12,5637,1
"23486","No","2010 - 2014",454943,3,71,0,601061.5,23
"23487","No","2015 - 2019",493011,1,11,0,2676.533333,1
"23488","No","2015 - 2019",502934,2,68,1330.61,33771,2
"23489","No","2010 - 2014",465193,2,95,1258.7,13945,1
"23490","No","2005 - 2009",190514,1,2,16.05,1,1
"23491","No","2015 - 2019",541290,1,7,0,0,1
"23492","No","2015 - 2019",478716,2,69,19738.76,1014223,1
"23493","No","2010 - 2014",465201,3,124,22920.63,169495,1
"23494","No","2010 - 2014",454156,1,6,0,856.483335,1
"23495","No","90s",12170,2,22,952.55,89751,1
"23496","No","2015 - 2019",471562,1,32,2115.22,11069,1
"23497","No","2015 - 2019",540801,2,39,1030.48,3679,1
"23498","No","2010 - 2014",367734,1,9,22.16,193,1
"23499","No","2015 - 2019",496181,1,18,401.91,22601,1
"23500","No","2015 - 2019",477043,1,27,46081.75,0,1
"23501","No","2015 - 2019",473030,1,15,0,4182.033332,1
"23502","No","2010 - 2014",454277,1,1,0,100.250001,1
"23503","No","2015 - 2019",542073,1,7,0,0,1
"23504","No","2015 - 2019",541561,1,7,0,0,1
"23505","No","2015 - 2019",544054,1,7,0,0,1
"23506","No","2005 - 2009",273625,1,14,650.88,1873,1
"23507","No","2000 - 2004",139913,1,14,510.16,3177,1
"23508","No","2015 - 2019",472939,1,6,0,235.499999,1
"23509","No","2015 - 2019",495440,1,29,495.77,22761,1
"23510","No","2015 - 2019",502189,2,47,21854.67,5621,1
"23511","No","2015 - 2019",495967,1,6,8.48,647,1
"23512","No","2010 - 2014",391028,1,37,2814.01,95115,1
"23513","No","2005 - 2009",229021,1,17,906.87,21543,1
"23514","No","2015 - 2019",479277,1,28,170.55,24970,1
"23515","Yes","2015 - 2019",539535,1,2,8.04,5,1
"23516","No","2015 - 2019",495309,1,1,0,1,1
"23517","No","2015 - 2019",541417,1,7,0,0,1
"23518","No","2015 - 2019",468446,1,5,111.55,403,1
"23519","No","2005 - 2009",177081,2,97,24977.54,68483,1
"23520","No","2000 - 2004",139863,1,8,158.73,1951,1
"23521","No","2010 - 2014",457563,2,64,1566.54,11096,1
"23522","Yes","2015 - 2019",478436,1,18,2180.46,90693,1
"23523","No","2015 - 2019",471015,1,53,14808.44,366724,1
"23524","No","2015 - 2019",496646,1,33,4061.55,582405,1
"23525","No","2015 - 2019",481096,1,7,215.45,479,1
"23526","No","2015 - 2019",543037,1,7,0,0,2
"23527","No","2010 - 2014",453642,1,26,0,19449.56666,3
"23528","No","2010 - 2014",438922,2,48,45275.11,1136145,1
"23529","No","2015 - 2019",541463,2,8,0,7,1
"23530","No","2015 - 2019",541016,1,7,0,0,1
"23531","No","2010 - 2014",348705,1,6,5.66,178,5
"23532","No","2010 - 2014",436743,1,2,-19.71,0,1
"23533","No","2015 - 2019",542708,1,14,927.28,7863,1
"23534","No","2010 - 2014",453647,1,23,0,7902.26666,1
"23535","No","2015 - 2019",538916,2,38,1900.43,24007,1
"23536","No","2015 - 2019",555398,1,8,309.06,7554,1
"23537","No","2015 - 2019",473409,1,9,328.48,1342,1
"23538","No","2015 - 2019",480161,1,32,0,16261.98335,1
"23539","No","2015 - 2019",473595,3,41,1479.96,25690,1
"23540","No","2015 - 2019",542222,1,7,0,0,2
"23541","No","2015 - 2019",503288,2,9,131.3,1422,1
"23542","No","2015 - 2019",495180,1,24,387.79,15203,1
"23543","No","2015 - 2019",500531,1,2,12.23,154,1
"23544","No","2015 - 2019",495963,1,21,396.95,20260,1
"23545","No","2010 - 2014",327734,1,60,6807.2,58221,1
"23546","No","2010 - 2014",339007,2,86,5558.42,123725,2
"23547","No","2015 - 2019",544833,1,7,0,0,3
"23548","No","2010 - 2014",437594,1,5,21.91,546,1
"23549","No","2010 - 2014",453754,2,76,0,223657.4167,4
"23550","No","2010 - 2014",328742,1,2,56.4,826,1
"23551","No","2010 - 2014",432361,1,16,212.06,8167,1
"23552","No","2000 - 2004",121151,1,2,2.87,2,1
"23553","No","2015 - 2019",474745,1,21,494.99,8791,1
"23554","No","2015 - 2019",474208,3,124,41713.36,901023,1
"23555","No","2010 - 2014",432753,1,34,1049.43,26890,1
"23556","No","2015 - 2019",539655,2,53,5277.81,33506,1
"23557","No","2015 - 2019",500742,1,1,0,2.233333,1
"23558","No","2005 - 2009",301458,2,13,158.57,553,1
"23559","No","2000 - 2004",115437,1,2,2.99,3,1
"23560","No","2015 - 2019",544110,1,4,141.17,658,1
"23561","No","2015 - 2019",543350,1,7,0,0,1
"23562","No","2010 - 2014",369596,1,15,137.88,3565,1
"23563","No","2015 - 2019",473878,2,6,45.3,391,1
"23564","No","2015 - 2019",498733,1,11,114.89,1394,1
"23565","No","2000 - 2004",114407,1,4,180.04,646,1
"23566","No","2000 - 2004",110627,1,2,2.98,3,1
"23567","No","2010 - 2014",414366,3,22,4279.28,56262,1
"23568","No","2010 - 2014",391734,1,24,194.75,17252,1
"23569","No","2015 - 2019",544933,2,7,102.51,837,1
"23570","Yes","2015 - 2019",465842,1,32,619.58,15106,1
"23571","No","2015 - 2019",541526,1,7,0,0,1
"23572","No","2010 - 2014",455466,2,2,0,14.516666,1
"23573","No","2015 - 2019",544523,2,11,0,233,1
"23574","No","2015 - 2019",542454,1,7,0,0,1
"23575","No","2010 - 2014",334099,4,78,45202.43,717548,1
"23576","No","2015 - 2019",538213,1,6,331.62,3338,1
"23577","No","2005 - 2009",318492,2,114,35063.24,99239,1
"23578","No","2010 - 2014",447883,1,37,2089.93,31347,1
"23579","No","2015 - 2019",542813,1,7,0,0,1
"23580","No","2015 - 2019",536946,1,41,1242.2,40477,1
"23581","No","2015 - 2019",542572,2,5,0,19,1
"23582","No","2005 - 2009",289708,1,28,2676.52,17560,1
"23583","No","2005 - 2009",282506,2,18,52.26,2897,1
"23584","No","2015 - 2019",543118,2,53,15770.89,112487,4
"23585","No","2005 - 2009",227334,1,3,5.35,16,1
"23586","No","2010 - 2014",372169,2,39,1718.16,22040,1
"23587","No","2015 - 2019",480409,1,30,329.09,2367,3
"23588","No","2015 - 2019",465663,2,171,162953.79,30322298,1
"23589","No","2010 - 2014",454844,1,21,0,10164.28333,1
"23590","No","2010 - 2014",454418,1,30,0,11802.58334,1
"23591","No","2010 - 2014",457062,1,78,3549.21,27271,1
"23592","No","2010 - 2014",351024,1,37,54849.45,285870,1
"23593","No","2005 - 2009",231768,2,7,57.38,464,1
"23594","No","2005 - 2009",282828,1,5,36,698,1
"23595","No","2015 - 2019",472825,1,23,0,7042.68333,1
"23596","No","2015 - 2019",495201,1,11,54.5,2846,1
"23597","No","2015 - 2019",544223,1,7,0,0,1
"23598","No","2015 - 2019",539645,2,35,1011.12,12010,1
"23599","No","2015 - 2019",549534,1,9,1293.14,6871,1
"23600","No","2010 - 2014",377421,1,17,1148.42,18417,1
"23601","No","2005 - 2009",279444,1,59,1798.02,7039,1
"23602","No","2000 - 2004",106668,1,2,7.35,15,1
"23603","No","2010 - 2014",456864,1,8,120.79,1269,1
"23604","No","2005 - 2009",232497,2,32,449.3,2472,1
"23605","No","2015 - 2019",540869,2,5,0,114,1
"23606","No","2015 - 2019",501415,1,7,63.02,0,1
"23607","No","2010 - 2014",458065,2,30,463.29,9916,7
"23608","No","2010 - 2014",437287,1,10,48.4,2762,1
"23609","No","2015 - 2019",470156,2,14,178.16,6638,1
"23610","No","2010 - 2014",416393,2,15,118.81,48,1
"23611","No","2010 - 2014",390036,1,20,139.04,19248,1
"23612","No","2010 - 2014",390826,2,21,2628.69,28741,1
"23613","No","2010 - 2014",450873,1,1,0.52,2,1
"23614","No","2015 - 2019",540772,1,13,166.93,1460,1
"23615","No","2015 - 2019",496255,1,5,24.84,2252,1
"23616","No","2015 - 2019",542519,1,7,0,0,1
"23617","No","2015 - 2019",543635,1,2,0,0,1
"23618","No","2015 - 2019",555543,1,4,4023.36,62075,1
"23619","No","2015 - 2019",549117,3,34,2666.8,149786,4
"23620","No","2015 - 2019",492269,1,28,753.35,31979,1
"23621","No","2010 - 2014",368687,2,6,85.86,33,1
"23622","No","2015 - 2019",550825,1,4,0,0,1
"23623","No","2010 - 2014",453484,2,96,0,569751.9334,1
"23624","No","2000 - 2004",110286,1,4,6.29,9,1
"23625","No","2015 - 2019",541382,1,7,0,0,1
"23626","No","2015 - 2019",541851,1,10,4120.7,24957,4
"23627","No","2005 - 2009",169732,1,3,32.43,647,1
"23628","No","2010 - 2014",404046,1,34,1338.33,36980,1
"23629","No","2015 - 2019",543497,2,9,0,20,2
"23630","No","2010 - 2014",327233,2,20,2741.89,32925,1
"23631","No","2015 - 2019",484461,1,29,1955.44,18064,1
"23632","No","2010 - 2014",347218,1,21,1862.06,56540,1
"23633","No","2015 - 2019",472397,3,7,4280.12,101,1
"23634","No","2015 - 2019",541971,1,7,558.04,3795,1
"23635","No","2015 - 2019",539647,1,7,129.74,1939,1
"23636","Yes","2010 - 2014",366025,3,20,12618.5,12400,1
"23637","No","2015 - 2019",542948,1,7,0,0,1
"23638","Yes","2005 - 2009",310610,2,55,14068.58,46343,1
"23639","No","2015 - 2019",473069,1,23,544.46,26998,1
"23640","No","2015 - 2019",542326,1,7,0,0,1
"23641","No","2015 - 2019",542331,1,4,0,0,1
"23642","No","2005 - 2009",281647,1,21,391.74,21957,1
"23643","No","2000 - 2004",111428,1,2,3.41,7,1
"23644","No","2010 - 2014",331228,1,2,10,1,1
"23645","No","2010 - 2014",366210,1,1,0.13,1,1
"23646","No","2010 - 2014",432592,1,29,141.85,6252,1
"23647","No","2010 - 2014",325798,1,3,144.99,141,1
"23648","No","2010 - 2014",325590,1,2,46.54,216,1
"23649","No","2005 - 2009",319396,2,4,0.68,32,1
"23650","No","2015 - 2019",472954,1,1,0,3.333333,1
"23651","No","2015 - 2019",497424,2,23,43.35,1202,1
"23652","No","2015 - 2019",531675,2,24,111.81,1635,1
